,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
66,6,5,0,1,3,1,1,0,2,0,0,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,1,2,1,0,0,0,1,1
67,6,5,0,1,3,1,1,0,2,0,0,0,1,0,2,0,0,1,3,0,0,0,1,0,0,1,1,2,1,0,0,0,1,1
68,6,5,0,1,3,1,1,0,2,0,0,0,1,0,2,0,0,1,3,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1
69,6,5,0,1,3,1,1,0,2,0,0,0,2,0,2,0,0,1,3,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1
70,6,5,0,1,3,0,1,0,2,0,0,0,2,0,2,0,0,1,3,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1
71,5,5,0,1,3,0,1,0,2,0,0,0,2,0,2,0,0,1,3,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1
72,6,5,0,1,3,0,1,0,2,0,0,0,2,0,2,0,0,1,3,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1
73,6,5,0,1,3,0,1,0,2,0,0,1,2,0,2,0,0,1,3,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1
74,6,5,0,1,3,0,1,1,2,0,0,1,2,0,2,0,0,1,3,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1
75,6,6,0,1,3,0,1,1,2,0,0,1,2,0,2,0,0,1,3,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1
76,6,7,0,1,3,0,1,1,2,0,0,1,2,0,2,0,0,1,3,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1
77,6,7,0,1,4,0,1,1,2,0,0,1,2,0,2,0,0,1,3,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1
78,6,8,0,1,4,0,1,1,2,0,0,1,2,0,2,0,0,1,3,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1
79,6,8,0,1,4,0,1,1,3,0,0,1,2,0,2,0,0,1,3,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1
80,6,8,0,1,4,0,1,1,3,0,0,1,3,0,2,0,0,1,3,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1
81,6,9,0,1,4,0,1,1,3,0,0,1,3,0,2,0,0,1,3,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1
82,6,9,0,1,4,0,1,1,3,0,1,1,3,0,2,0,0,1,3,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1
83,6,9,0,1,4,0,1,1,3,0,1,1,3,0,2,0,0,1,3,0,0,1,1,0,0,1,1,3,1,0,0,0,1,1
84,6,9,0,1,3,0,1,1,3,0,1,1,3,0,2,0,0,1,3,0,0,1,1,0,0,1,1,3,1,0,0,0,1,1
85,6,9,1,1,3,0,1,1,3,0,1,1,3,0,2,0,0,1,3,0,0,1,1,0,0,1,1,3,1,0,0,0,1,1
86,6,9,1,1,3,0,1,1,3,0,1,1,3,0,2,0,0,1,3,0,0,1,1,0,0,1,1,3,1,0,0,0,1,0
87,6,9,1,1,3,0,1,1,3,0,1,1,3,0,2,0,0,1,3,0,0,1,1,0,0,1,1,4,1,0,0,0,1,0
88,6,9,1,1,3,0,1,1,3,0,1,1,3,0,2,0,0,1,3,0,0,1,1,0,0,1,1,4,2,0,0,0,1,0
89,6,8,1,1,3,0,1,1,3,0,1,1,3,0,2,0,0,1,3,0,0,1,1,0,0,1,1,4,2,0,0,0,1,0
90,6,8,1,1,3,0,1,1,3,0,1,0,3,0,2,0,0,1,3,0,0,1,1,0,0,1,1,4,2,0,0,0,1,0
91,6,9,1,1,3,0,1,1,3,0,1,0,3,0,2,0,0,1,3,0,0,1,1,0,0,1,1,4,2,0,0,0,1,0
92,6,8,1,1,3,0,1,1,3,0,1,0,3,0,2,0,0,1,3,0,0,1,1,0,0,1,1,4,2,0,0,0,1,0
93,6,8,0,1,3,0,1,1,3,0,1,0,3,0,2,0,0,1,3,0,0,1,1,0,0,1,1,4,2,0,0,0,1,0
94,6,8,0,1,3,0,1,1,3,0,1,0,3,0,2,0,0,1,3,0,0,1,1,0,0,0,1,4,2,0,0,0,1,0
95,6,8,0,1,3,0,1,1,3,0,1,0,3,0,2,0,0,1,3,0,0,1,1,0,0,0,1,3,2,0,0,0,1,0
96,6,8,0,1,3,0,1,1,3,0,2,0,3,0,2,0,0,1,3,0,0,1,1,0,0,0,1,3,2,0,0,0,1,0
97,6,8,0,1,3,0,1,1,3,0,2,0,3,0,3,0,0,1,3,0,0,1,1,0,0,0,1,3,2,0,0,0,1,0
98,6,8,0,1,3,0,1,1,3,0,2,0,4,0,3,0,0,1,3,0,0,1,1,0,0,0,1,3,2,0,0,0,1,0
99,6,8,0,1,3,0,1,1,4,0,2,0,4,0,3,0,0,1,3,0,0,1,1,0,0,0,1,3,2,0,0,0,1,0
100,6,7,0,1,3,0,1,1,4,0,2,0,4,0,3,0,0,1,3,0,0,1,1,0,0,0,1,3,2,0,0,0,1,0
101,6,7,0,1,3,0,1,1,4,0,2,0,4,0,2,0,0,1,3,0,0,1,1,0,0,0,1,3,2,0,0,0,1,0
102,6,7,0,1,3,0,1,1,4,0,2,0,4,0,2,0,0,2,3,0,0,1,1,0,0,0,1,3,2,0,0,0,1,0
103,6,7,0,1,3,0,1,1,3,0,2,0,4,0,2,0,0,2,3,0,0,1,1,0,0,0,1,3,2,0,0,0,1,0
104,6,7,0,1,3,0,1,1,3,0,2,0,5,0,2,0,0,2,3,0,0,1,1,0,0,0,1,3,2,0,0,0,1,0
105,6,7,0,1,3,0,1,1,3,0,2,0,5,0,2,0,0,1,3,0,0,1,1,0,0,0,1,3,2,0,0,0,1,0
106,6,7,0,1,3,0,1,1,3,0,3,0,5,0,2,0,0,1,3,0,0,1,1,0,0,0,1,3,2,0,0,0,1,0
107,6,7,0,1,3,0,1,1,3,0,3,0,5,0,2,0,0,1,3,0,0,2,1,0,0,0,1,3,2,0,0,0,1,0
108,6,7,0,1,3,0,1,1,3,0,3,0,5,0,2,0,0,1,3,1,0,2,1,0,0,0,1,3,2,0,0,0,1,0
109,6,7,0,1,3,0,1,1,3,0,3,0,5,0,2,0,0,1,3,1,0,2,1,0,0,0,1,3,2,0,0,0,2,0
110,6,8,0,1,3,0,1,1,3,0,3,0,5,0,2,0,0,1,3,1,0,2,1,0,0,0,1,3,2,0,0,0,2,0
111,6,8,0,1,3,0,1,1,3,0,3,0,5,0,2,0,0,1,3,1,0,2,1,0,0,0,1,3,2,0,0,0,2,1
112,6,8,0,1,3,0,1,1,3,0,2,0,5,0,2,0,0,1,3,1,0,2,1,0,0,0,1,3,2,0,0,0,2,1
113,6,8,0,1,3,0,1,1,3,0,2,0,5,0,2,0,0,1,3,1,0,2,1,0,0,0,1,3,2,0,0,0,1,1
114,6,8,0,1,3,0,1,1,3,0,2,0,5,0,2,0,0,1,3,1,0,2,1,0,0,0,1,3,3,0,0,0,1,1
115,6,8,0,1,3,0,1,1,3,0,2,0,5,1,2,0,0,1,3,1,0,2,1,0,0,0,1,3,3,0,0,0,1,1
116,7,8,0,1,3,0,1,1,3,0,2,0,5,1,2,0,0,1,3,1,0,2,1,0,0,0,1,3,3,0,0,0,1,1
117,7,8,0,1,3,0,1,1,3,0,2,0,5,1,2,0,0,1,3,1,0,2,0,0,0,0,1,3,3,0,0,0,1,1
118,7,8,0,1,3,0,1,1,4,0,2,0,5,1,2,0,0,1,3,1,0,2,0,0,0,0,1,3,3,0,0,0,1,1
119,7,8,0,1,3,0,1,1,4,0,2,0,5,1,2,0,0,1,3,1,0,2,0,0,0,0,1,2,3,0,0,0,1,1
120,7,8,0,1,4,0,1,1,4,0,2,0,5,1,2,0,0,1,3,1,0,2,0,0,0,0,1,2,3,0,0,0,1,1
121,8,8,0,1,4,0,1,1,4,0,2,0,5,1,2,0,0,1,3,1,0,2,0,0,0,0,1,2,3,0,0,0,1,1
122,9,8,0,1,4,0,1,1,4,0,2,0,5,1,2,0,0,1,3,1,0,2,0,0,0,0,1,2,3,0,0,0,1,1
123,9,8,0,1,4,0,1,1,4,0,2,0,5,1,2,0,0,1,3,1,0,2,0,0,0,0,1,2,4,0,0,0,1,1
124,8,8,0,1,4,0,1,1,4,0,2,0,5,1,2,0,0,1,3,1,0,2,0,0,0,0,1,2,4,0,0,0,1,1
125,8,9,0,1,4,0,1,1,4,0,2,0,5,1,2,0,0,1,3,1,0,2,0,0,0,0,1,2,4,0,0,0,1,1
126,9,9,0,1,4,0,1,1,4,0,2,0,5,1,2,0,0,1,3,1,0,2,0,0,0,0,1,2,4,0,0,0,1,1
127,9,9,0,1,4,0,1,1,4,0,2,0,5,1,2,0,0,1,3,1,0,2,0,0,0,0,1,2,3,0,0,0,1,1
128,10,9,0,1,4,0,1,1,4,0,2,0,5,1,2,0,0,1,3,1,0,2,0,0,0,0,1,2,3,0,0,0,1,1
129,10,9,0,1,4,0,1,1,4,0,2,0,5,1,2,0,0,1,3,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1
130,11,9,0,1,4,0,1,1,4,0,2,0,5,1,2,0,0,1,3,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1
131,10,9,0,1,4,0,1,1,4,0,2,0,5,1,2,0,0,1,3,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1
132,10,9,0,1,4,0,1,1,4,0,2,0,5,1,2,0,0,1,4,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1
133,10,9,0,1,4,0,1,1,4,0,2,0,5,1,1,0,0,1,4,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1
134,10,9,0,1,4,0,1,1,4,0,2,0,5,1,2,0,0,1,4,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1
135,10,9,0,2,4,0,1,1,4,0,2,0,5,1,2,0,0,1,4,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1
136,10,9,0,2,4,0,1,0,4,0,2,0,5,1,2,0,0,1,4,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1
137,10,10,0,2,4,0,1,0,4,0,2,0,5,1,2,0,0,1,4,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1
138,10,11,0,2,4,0,1,0,4,0,2,0,5,1,2,0,0,1,4,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1
139,10,11,0,2,4,0,1,1,4,0,2,0,5,1,2,0,0,1,4,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1
140,10,11,0,2,4,0,1,1,4,0,2,0,4,1,2,0,0,1,4,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1
141,10,10,0,2,4,0,1,1,4,0,2,0,4,1,2,0,0,1,4,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1
142,10,10,0,2,4,0,1,1,4,0,2,0,4,1,2,0,0,2,4,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1
143,10,10,0,2,4,0,1,1,4,0,1,0,4,1,2,0,0,2,4,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1
144,10,10,0,2,4,0,1,1,4,0,1,0,4,1,2,0,0,2,4,1,0,2,0,0,1,0,1,2,2,0,0,0,1,1
145,10,10,0,2,4,0,1,1,4,0,1,0,4,1,2,0,0,2,3,1,0,2,0,0,1,0,1,2,2,0,0,0,1,1
146,10,11,0,2,4,0,1,1,4,0,1,0,4,1,2,0,0,2,3,1,0,2,0,0,1,0,1,2,2,0,0,0,1,1
147,10,12,0,2,4,0,1,1,4,0,1,0,4,1,2,0,0,2,3,1,0,2,0,0,1,0,1,2,2,0,0,0,1,1
148,10,12,0,2,4,0,1,1,4,0,1,0,4,1,2,0,0,2,3,1,0,2,0,0,1,0,1,2,2,0,1,0,1,1
149,10,12,0,2,4,0,1,1,4,0,1,0,4,1,2,0,0,2,3,1,0,2,0,0,1,0,1,2,2,0,1,0,1,2
150,10,12,0,2,4,0,1,1,4,0,1,0,4,1,2,0,0,3,3,1,0,2,0,0,1,0,1,2,2,0,1,0,1,2
151,10,12,0,2,4,0,1,1,4,0,1,0,4,1,2,0,0,3,3,1,0,2,1,0,1,0,1,2,2,0,1,0,1,2
152,9,12,0,2,4,0,1,1,4,0,1,0,4,1,2,0,0,3,3,1,0,2,1,0,1,0,1,2,2,0,1,0,1,2
153,9,13,0,2,4,0,1,1,4,0,1,0,4,1,2,0,0,3,3,1,0,2,1,0,1,0,1,2,2,0,1,0,1,2
154,9,13,0,2,4,0,1,1,5,0,1,0,4,1,2,0,0,3,3,1,0,2,1,0,1,0,1,2,2,0,1,0,1,2
155,9,13,0,2,4,0,1,1,5,0,1,0,4,1,2,0,0,3,3,2,0,2,1,0,1,0,1,2,2,0,1,0,1,2
156,10,13,0,2,4,0,1,1,5,0,1,0,4,1,2,0,0,3,3,2,0,2,1,0,1,0,1,2,2,0,1,0,1,2
157,10,13,0,2,4,1,1,1,5,0,1,0,4,1,2,0,0,3,3,2,0,2,1,0,1,0,1,2,2,0,1,0,1,2
158,10,14,0,2,4,1,1,1,5,0,1,0,4,1,2,0,0,3,3,2,0,2,1,0,1,0,1,2,2,0,1,0,1,2
159,10,15,0,2,4,1,1,1,5,0,1,0,4,1,2,0,0,3,3,2,0,2,1,0,1,0,1,2,2,0,1,0,1,2
160,10,16,0,2,4,1,1,1,5,0,1,0,4,1,2,0,0,3,3,2,0,2,1,0,1,0,1,2,2,0,1,0,1,2
161,10,16,0,2,4,1,1,1,5,0,1,0,4,2,2,0,0,3,3,2,0,2,1,0,1,0,1,2,2,0,1,0,1,2
162,10,16,0,2,4,1,1,1,5,0,1,0,4,2,2,0,1,3,3,2,0,2,1,0,1,0,1,2,2,0,1,0,1,2
163,10,16,0,2,4,0,1,1,5,0,1,0,4,2,2,0,1,3,3,2,0,2,1,0,1,0,1,2,2,0,1,0,1,2
164,10,16,0,1,4,0,1,1,5,0,1,0,4,2,2,0,1,3,3,2,0,2,1,0,1,0,1,2,2,0,1,0,1,2
165,10,16,0,1,4,0,1,1,5,0,1,0,4,2,2,0,1,3,3,2,0,2,1,0,1,0,1,2,2,0,1,0,0,2
166,10,15,0,1,4,0,1,1,5,0,1,0,4,2,2,0,1,3,3,2,0,2,1,0,1,0,1,2,2,0,1,0,0,2
167,10,16,0,1,4,0,1,1,5,0,1,0,4,2,2,0,1,3,3,2,0,2,1,0,1,0,1,2,2,0,1,0,0,2
168,10,15,0,1,4,0,1,1,5,0,1,0,4,2,2,0,1,3,3,2,0,2,1,0,1,0,1,2,2,0,1,0,0,2
169,10,15,0,1,4,0,1,1,5,0,1,0,4,2,2,0,1,3,3,2,0,2,1,0,1,0,1,2,2,0,1,1,0,2
170,10,15,0,1,4,0,1,1,5,0,1,0,4,2,2,0,1,3,3,2,0,2,1,0,1,0,1,2,2,0,1,1,0,1
171,10,15,0,1,4,0,1,1,5,0,2,0,4,2,2,0,1,3,3,2,0,2,1,0,1,0,1,2,2,0,1,1,0,1
172,10,14,0,1,4,0,1,1,5,0,2,0,4,2,2,0,1,3,3,2,0,2,1,0,1,0,1,2,2,0,1,1,0,1
173,10,14,0,1,4,0,1,1,5,0,2,0,4,1,2,0,1,3,3,2,0,2,1,0,1,0,1,2,2,0,1,1,0,1
174,10,14,0,1,4,0,1,1,5,0,2,0,4,1,2,0,1,3,3,2,0,2,1,0,1,0,1,2,2,1,1,1,0,1
175,10,14,0,1,4,0,1,1,5,0,2,0,4,1,2,0,1,4,3,2,0,2,1,0,1,0,1,2,2,1,1,1,0,1
176,10,15,0,1,4,0,1,1,5,0,2,0,4,1,2,0,1,4,3,2,0,2,1,0,1,0,1,2,2,1,1,1,0,1
177,10,15,0,1,4,0,1,1,5,0,2,0,4,1,2,0,1,4,3,2,0,2,1,0,1,0,1,2,2,1,0,1,0,1
178,10,15,0,1,4,0,1,1,5,0,2,0,4,1,2,0,1,4,2,2,0,2,1,0,1,0,1,2,2,1,0,1,0,1
179,10,14,0,1,4,0,1,1,5,0,2,0,4,1,2,0,1,4,2,2,0,2,1,0,1,0,1,2,2,1,0,1,0,1
180,10,15,0,1,4,0,1,1,5,0,2,0,4,1,2,0,1,4,2,2,0,2,1,0,1,0,1,2,2,1,0,1,0,1
181,10,15,0,1,4,0,1,1,5,0,2,0,4,1,2,0,1,4,2,2,0,2,1,0,1,0,1,1,2,1,0,1,0,1
182,10,15,0,1,4,0,1,1,5,0,2,0,4,1,2,0,1,3,2,2,0,2,1,0,1,0,1,1,2,1,0,1,0,1
183,10,15,0,1,4,0,1,1,5,0,2,0,5,1,2,0,1,3,2,2,0,2,1,0,1,0,1,1,2,1,0,1,0,1
184,10,15,0,1,4,0,1,2,5,0,2,0,5,1,2,0,1,3,2,2,0,2,1,0,1,0,1,1,2,1,0,1,0,1
185,11,15,0,1,4,0,1,2,5,0,2,0,5,1,2,0,1,3,2,2,0,2,1,0,1,0,1,1,2,1,0,1,0,1
186,11,15,0,1,4,0,1,2,5,0,2,0,5,1,2,0,1,3,2,2,0,2,1,0,1,0,1,1,1,1,0,1,0,1
187,11,15,0,1,4,0,1,2,5,0,2,0,5,1,2,0,1,2,2,2,0,2,1,0,1,0,1,1,1,1,0,1,0,1
188,11,15,0,1,4,0,1,2,6,0,2,0,5,1,2,0,1,2,2,2,0,2,1,0,1,0,1,1,1,1,0,1,0,1
189,11,15,0,1,5,0,1,2,6,0,2,0,5,1,2,0,1,2,2,2,0,2,1,0,1,0,1,1,1,1,0,1,0,1
190,11,15,0,1,5,0,1,2,6,1,2,0,5,1,2,0,1,2,2,2,0,2,1,0,1,0,1,1,1,1,0,1,0,1
191,10,15,0,1,5,0,1,2,6,1,2,0,5,1,2,0,1,2,2,2,0,2,1,0,1,0,1,1,1,1,0,1,0,1
192,10,14,0,1,5,0,1,2,6,1,2,0,5,1,2,0,1,2,2,2,0,2,1,0,1,0,1,1,1,1,0,1,0,1
193,10,13,0,1,5,0,1,2,6,1,2,0,5,1,2,0,1,2,2,2,0,2,1,0,1,0,1,1,1,1,0,1,0,1
194,10,13,0,1,5,0,1,3,6,1,2,0,5,1,2,0,1,2,2,2,0,2,1,0,1,0,1,1,1,1,0,1,0,1
195,10,13,0,1,5,1,1,3,6,1,2,0,5,1,2,0,1,2,2,2,0,2,1,0,1,0,1,1,1,1,0,1,0,1
196,11,13,0,1,5,1,1,3,6,1,2,0,5,1,2,0,1,2,2,2,0,2,1,0,1,0,1,1,1,1,0,1,0,1
