,time,discrete coefficient
0,0,2.0
1,25,0.2763853991962833
2,50,0.7449847404260254
3,75,0.6626033578820312
4,100,0.4582703251730488
5,125,0.44848501863734097
6,150,0.24011970170185085
7,175,0.27740426276465185
8,200,0.1750340697054313
9,225,0.039057876945365194
10,250,0.27974877516239244
11,275,0.21611506038396983
12,300,0.24698119318770395
13,325,0.2391775732076295
14,350,0.32138362631532374
15,375,0.06852850873684097
16,400,0.305619466114394
17,425,0.1348374657774145
18,450,0.14893023279611747
19,475,0.42700146008366335
20,500,0.43348486238220213
21,525,0.284744246281116
22,550,0.11006108921156531
23,575,0.17650462634694927
24,600,0.2090724817477401
25,625,0.18061820644941767
26,650,0.31324151257249044
27,675,0.2791516950457127
28,700,0.27932631878578723
29,725,0.2670332124847979
30,750,0.10113848341704108
31,775,0.25028356483711467
32,800,0.24005909289770072
33,825,0.09960296450915947
34,850,0.08679260732054923
35,875,0.1642222498967408
36,900,0.02029832217056391
37,925,0.12403746405952273
38,950,0.2514850211052624
39,975,0.15725170018759518
40,1000,0.05253527815993243
41,1025,0.20714560633425627
42,1050,0.1522697469201704
43,1075,0.14983515048378823
44,1100,0.15220586020505106
45,1125,0.14682512451041885
46,1150,0.2223787093386665
47,1175,0.15822847639917725
48,1200,0.1601636676013066
49,1225,0.08463478158428282
50,1250,0.04950605827098739
51,1275,0.42302687000283395
52,1300,0.23010430307377677
53,1325,0.16199913266758684
54,1350,0.20238765031199638
55,1375,0.16781869490068532
56,1400,0.09584812043792797
57,1425,0.09122980404786486
58,1450,0.22696077456136765
59,1475,0.20768397219157442
60,1500,0.35468964106801143
61,1525,0.25633405364163653
62,1550,0.1414979772085534
63,1575,0.22940995975697073
64,1600,0.18715018069750025
65,1625,0.10523052000826337
66,1650,0.2587650992829945
67,1675,0.09532050253502061
68,1700,0.18196406502873455
69,1725,0.09312652111560896
70,1750,0.0666428250993878
71,1775,0.24780027993367384
72,1800,0.24721185396786324
73,1825,0.21663230887360302
74,1850,0.12163171374788005
75,1875,0.29921225837537846
76,1900,0.24622591563865762
77,1925,0.11358841364422187
78,1950,0.018996158063762956
79,1975,0.30364148681037445
80,2000,0.18724933405105895
81,2025,0.30200346859154176
82,2050,0.16170435091523896
83,2075,0.17556927169887557
84,2100,0.22915594923976615
85,2125,0.24862157875209345
86,2150,0.17521649856951646
87,2175,0.23955035768683447
88,2200,0.22928655258406272
89,2225,0.18273476462601704
90,2250,0.19308725512964048
91,2275,0.23772926633007274
92,2300,0.10124057287173517
93,2325,0.1585064409594909
94,2350,0.15477347800077856
95,2375,0.23902246629704252
96,2400,0.27009772697282136
97,2425,0.15648391112977975
98,2450,0.2859622003900861
99,2475,0.26088935339267905
100,2500,0.3192663396581374
101,2525,0.2495365494339792
102,2550,0.27887617065556713
103,2575,0.15034962333663968
104,2600,0.182819658691846
105,2625,0.1426224603203492
106,2650,0.06100939905703989
107,2675,0.32870681671725815
108,2700,0.18907523339928273
109,2725,0.19972796254643613
110,2750,0.22424296978327496
111,2775,0.06300201609677311
112,2800,0.19591186728960835
113,2825,0.15685763882628478
114,2850,0.11963532467130061
115,2875,0.1093332852060468
116,2900,0.15589915150858913
117,2925,0.2697393176263177
118,2950,0.27333697384188743
119,2975,0.22787849528359747
120,3000,0.2156087293567415
121,3025,0.2774722989800989
122,3050,0.1482172566617724
123,3075,0.2868706757068398
124,3100,0.23854044433572671
125,3125,0.2873883696650651
126,3150,0.18455759618992082
127,3175,0.1166915154318401
128,3200,0.0912169915355355
129,3225,0.1849416123475821
130,3250,0.1102560031401324
131,3275,0.3383669543011957
132,3300,0.12042284347639853
133,3325,0.1195024186799974
134,3350,0.27047265617106936
135,3375,0.2715504604586084
136,3400,0.1684821064417923
137,3425,0.10248679736277644
138,3450,0.08343115799760448
139,3475,0.10875141160872832
140,3500,0.07756232686980609
141,3525,0.1460115995794829
142,3550,0.23523409974976145
143,3575,0.11922218704747796
144,3600,0.16555509249199868
145,3625,0.1067391357715616
146,3650,0.08491418247515807
147,3675,0.11967587079101111
148,3700,0.10170751850641364
149,3725,0.2706864552023304
150,3750,0.266394431628761
151,3775,0.05484764774181218
152,3800,0.1745940681996475
153,3825,0.13497533060339503
154,3850,0.3161001342723804
155,3875,0.08708851696899941
156,3900,0.31709247233154575
157,3925,0.059759005231628824
158,3950,0.1793932784964704
159,3975,0.3005014341442209
160,4000,0.13650934923117325
161,4025,0.06997305861581486
162,4050,0.08534814877480713
163,4075,0.17272043768489698
164,4100,0.2282513155450756
165,4125,0.2452564248765039
166,4150,0.08860162033799868
167,4175,0.1461252536324059
168,4200,0.21584934358372923
169,4225,0.29062948017895346
170,4250,0.33075109040806366
171,4275,0.3584315885715243
172,4300,0.16452189883780083
173,4325,0.1406629054238391
174,4350,0.14356700157447927
175,4375,0.15708585817699758
176,4400,0.26780820171424374
177,4425,0.13958159340875137
178,4450,0.15242614191817913
179,4475,0.1527492646761323
180,4500,0.1230669912921959
181,4525,0.17720703849209143
182,4550,0.22386010509050133
183,4575,0.25856977362958955
184,4600,0.10101212960425195
185,4625,0.10070328706401006
186,4650,0.22020656978350636
187,4675,0.1015415092152846
188,4700,0.26912574533280487
189,4725,0.13747538388590871
190,4750,0.19516633985497125
191,4775,0.1279794402422486
192,4800,0.08131378349393152
193,4825,0.19607974796052483
194,4850,0.28616359324161145
195,4875,0.14536102549943364
196,4900,0.2493971233383718
197,4925,0.185987294926015
198,4950,0.23148262199201486
199,4975,0.29532808125246734
200,5000,0.2851158692410582
201,5025,0.09610326751687766
202,5050,0.2761058758669766
203,5075,0.16450835575340406
204,5100,0.2873558555585126
205,5125,0.322681370477685
206,5150,0.3080036186226503
207,5175,0.09840368427420473
208,5200,0.33905602544656227
209,5225,0.1776909558183079
210,5250,0.12204034699504905
211,5275,0.10885857355264589
212,5300,0.16258572231961393
213,5325,0.10749676997731401
214,5350,0.2811979805891543
215,5375,0.0472650780524669
216,5400,0.2054533175261712
217,5425,0.23709983720000602
218,5450,0.11202168286078285
219,5475,0.13994811398902735
220,5500,0.14398781427501647
221,5525,0.10391754325048627
222,5550,0.06661060169962958
223,5575,0.30671487956042287
224,5600,0.31398629341328127
225,5625,0.16025623439194037
226,5650,0.16395843799229895
227,5675,0.17248680395783417
228,5700,0.18913989888132815
229,5725,0.17063826687643097
230,5750,0.30625531696682023
231,5775,0.3390552296506612
232,5800,0.22729890461981755
233,5825,0.36552907548194
234,5850,0.062102197290853756
235,5875,0.22262897361176476
236,5900,0.06728250340783783
237,5925,0.3215239346886381
238,5950,0.302678239360958
239,5975,0.22429583801686057
